"year","doy","hour","zen","solar","netsolar","dw_solar","up_solar","temp","rh","windspeed","precip","day_length"
2005,1,0,161.481,0.023,0,0,0.075,2.26,0.7666,3.65,0.0423333333333333,8
2005,1,1,154.359,0.092,0,0,0,1.215,0.79925,3.77,0.0423333333333333,8.00011713168888
2005,1,2,144.105,0.069,0,0,0.025,2.095,0.7347,4.505,0.0423333333333333,8.00027344843126
2005,1,3,132.8695,0.046,0,0,0.005,2.56,0.64815,4.85,0.0423333333333333,8.00043638296786
2005,1,4,121.416,0.069,0,0,0.275,1.795,0.765,5.63,0.0423333333333333,8.00059550023837
2005,1,5,110.1075,0.368,0,0,0.01,1.535,0.81065,6.12,0.0423333333333333,8.00074654762669
2005,1,6,99.2085,0.115,0,0,0,1.795,0.80235,5.755,0.0423333333333333,8.00087462835906
2005,1,7,88.7705,8.556,3.025,1.605,0.945,1.915,0.8315,5.47,0.0423333333333333,8.00133131920907
2005,1,8,79.739,31.441,10.94,9.33,2.82,1.915,0.8817,5.665,0.0423333333333333,8.11882178405016
2005,1,9,72.1045,97.221,35.61,39.66,8.755,1.925,0.9325,6.415,0.0423333333333333,8.27322447201336
2005,1,10,66.493,100.326,35.31,39.3,8.835,2.385,0.93425,5.96,0.0423333333333333,8.27419918109355
2005,1,11,63.4875,135.286,48.395,55.7,12.46,2.81,0.95095,5.415,0.0423333333333333,8.27420055263967
2005,1,12,63.471,146.74,52.85,61.465,13.71,3.435,0.9732,5.13,0.0423333333333333,8.27420048268618
2005,1,13,66.4445,177.169,64.16,77.13,18.035,3.86,0.98485,5.575,0.0423333333333333,8.27420053529316
2005,1,14,72.032,58.098,20.13,21.405,5.43,4.1,0.99005,5.195,0.0423333333333333,8.27419598752192
2005,1,15,79.648,38.019,13.765,12.82,3.48,4.34,0.99285,5.12,0.0423333333333333,8.25018321961848
2005,1,16,88.671,9.683,3.715,2.07,0.87,4.91,0.9947,5.795,0.0423333333333333,7.82026887295871
2005,1,17,99.092,0.023,0.005,0,0,5.72,0.9964,5.45,0.0423333333333333,7.80778132588181
2005,1,18,109.985,0.046,0,0,0,6.78,0.99765,4.955,0.0423333333333333,7.80760664849005
2005,1,19,121.2875,0.253,0,0,0,8.025,0.999052631578947,4.43,0.0423333333333333,7.80753095279136
2005,1,20,132.7365,0.345,0,0,0.07,9.03,1,4.73,0.0423333333333333,7.8074918787409
2005,1,21,143.9695,0.437,0,0,0,10.56,0.998269230769231,4.69,0.0423333333333333,7.80749663539375
2005,1,22,154.2225,0.391,0,0,0.065,11.215,0.996538461538462,4.455,0.0423333333333333,7.80754724083245
2005,1,23,161.366,0.46,0,0,0.015,11.275,0.98555,5.605,0.0423333333333333,7.80763998030131
2005,2,0,161.43,0.46,0,0,0.14,11.46,0.9657,6.155,0.338666666666667,7.80777115261271
2005,2,1,154.366,0.46,0,0,0.19,11.97,0.94625,5.99,0.338666666666667,7.80793002188212
2005,2,2,144.137,0.46,0,0,0.01,12.31,0.9434,7.265,0.338666666666667,7.80810558151582
2005,2,3,132.908,0.46,0,0,0.055,12.345,0.9487,7.27,0.338666666666667,7.80828741260729
2005,2,4,121.4555,0.414,0,0,0.03,12.185,0.96875,6.19,0.338666666666667,7.80846011072791
2005,2,5,110.141,0.437,0,0,0.005,12.18,0.9768,6.59,0.338666666666667,7.80861264956597
2005,2,6,99.233,0.46,0.02,0,0,12.315,0.98875,5.825,0.338666666666667,7.80873629674319
2005,2,7,88.7825,14.973,5.865,4.385,1.44,12.675,0.99125,5.435,0.338666666666667,7.8108088482648
2005,2,8,79.7355,77.556,29.46,31.795,7.055,13.01,0.99445,6.185,0.338666666666667,8.10121923302965
2005,2,9,72.0785,120.589,44.33,50.185,10.86,13.625,0.98985,5.475,0.338666666666667,8.10772478931489
