year,doy,hour,solar,netsolar,dw_solar,up_solar,temp,rh,windspeed,precip,day_length
2006,1,0,0.966,0,0,0.01,-0.4,0.91505,3.675,0,8
2006,1,1,1.357,0,0,0,-0.22,0.9157,4.205,0,8.000168695
2006,1,2,1.357,0,0,0,-0.135,0.9263,3.825,0,8.000407082
2006,1,3,1.426,0,0,0,0.215,0.92205,4.26,0,8.000660158
2006,1,4,1.403,0,0,0,0.29,0.92335,4.345,0,8.00091017
2006,1,5,1.449,0,0,0,0.63,0.91255,5.13,0,8.00113764
2006,1,6,1.357,0,0,0.04,1.055,0.88615,5.745,0,8.001326152
2006,1,7,18.676,5.28,6.105,2.36,0.86,0.8975,5.685,0,8.007867369
2006,1,8,109.02,38.56,49.635,12.89,1.045,0.89465,5.985,0,8.322511183
2006,1,9,174.777,61.04,79.175,19.36,1.855,0.86025,7.02,0,8.326528339
2006,1,10,221.72,75.46,98.115,24.255,2.795,0.8145,7.86,0,8.326550781
2006,1,11,341.044,118.015,155.23,38.735,4.655,0.75545,8.655,0,8.326550812
2006,1,12,367.195,128.645,169.82,42.94,6.65,0.70975,8.61,0,8.326550848
2006,1,13,251.804,85.235,111.79,28.615,7.905,0.7009,7.165,0,8.326551006
2006,1,14,133.745,44.905,57.315,14.9,8.615,0.7332,7.385,0,8.32655095
2006,1,15,64.078,20.635,24.6,6.85,8.71,0.74425,8.46,0,8.326549848
2006,1,16,6.279,1.29,0.63,0.57,8.745,0.7821,8.305,0,8.037900335
2006,1,17,0.621,0,0,0.02,9.115,0.80145,7.68,0,8.000948214
2006,1,18,0.943,0,0,0,9.105,0.81395,6.75,0,8.000603007
2006,1,19,1.219,0,0,0,9.405,0.8431,6.915,0,8.000496791
2006,1,20,1.334,0,0,0,9.62,0.85055,7.38,0,8.000440939
2006,1,21,1.495,0,0,0,9.94,0.8625,6.96,0,8.000446557
2006,1,22,1.817,0,0,0,10.565,0.8835,6.89,0,8.000521804
2006,1,23,2.323,0,0,0.13,10.4,0.9137,6.16,0,8.000681303
2006,2,0,2.944,0,0,0.01,11.14,0.9282,5.605,0.021166667,8.000948776
2006,2,1,3.335,0,0,0.03,12.065,0.9218,6.425,0.021166667,8.001336377
2006,2,2,3.174,0,0,0.02,11.88,0.9414,5.755,0.021166667,8.001791252
2006,2,3,3.082,0,0,0.045,11.98,0.9564,5.605,0.021166667,8.002240824
2006,2,4,2.806,0,0,0.005,12.06,0.9701,6.225,0.021166667,8.002648429
2006,2,5,2.875,0,0,0.02,13.085,0.9687,7.235,0.021166667,8.002995573
2006,2,6,2.829,0,0,0.095,13.615,0.9595,5.855,0.021166667,8.003276584
2006,2,7,15.985,3.765,3.495,1.51,13.765,0.9551,6.885,0.021166667,8.006466866
2006,2,8,133.101,45.225,59.49,17.25,14.52,0.949,6.365,0.021166667,8.296040988
2006,2,9,137.402,44.915,58.295,16.76,15.915,0.93065,7.005,0.021166667,8.299434949
2006,2,10,114.77,36.115,45.395,11.61,14.655,0.81055,7.89,0.021166667,8.299451394
2006,2,11,382.076,132.895,174.355,43.355,13.51,0.8947,5.25,0.021166667,8.299451369
2006,2,12,722.476,250.655,340.725,97.43,13.72,0.8316,6.815,0.021166667,8.299451407
2006,2,13,529.414,182.02,252.64,76.13,13.405,0.73565,7.95,0.021166667,8.299451574
2006,2,14,441.853,151.97,212.45,67.975,12.57,0.71485,7.94,0.021166667,8.299451511
2006,2,15,132.204,44.71,60.105,17.525,11.275,0.76735,5.7,0.021166667,8.299451416
2006,2,16,15.548,3.595,4.05,1.725,10.325,0.8122,5.185,0.021166667,8.179149424
2006,2,17,1.38,0,0,0.24,9.295,0.8686,5.41,0.021166667,8.058127852
2006,2,18,1.495,0,0,0.15,8.355,0.9404,5.185,0.021166667,8.057376835
2006,2,19,1.863,0,0,0.43,7.235,0.9703,8.09,0.021166667,8.057263785
2006,2,20,2.024,0,0,0.01,6.675,0.98305,6.65,0.021166667,8.057212815
2006,2,21,2.3,0,0,0.09,7.145,0.9902,5.385,0.021166667,8.057240776
2006,2,22,2.346,0,0,0.485,6.43,0.9914,8.605,0.021166667,8.057358071
2006,2,23,2.737,0,0,0.08,6.085,0.9648,7.27,0.021166667,8.057566615
2006,3,0,2.76,0,0,0.06,5.725,0.9467,7.365,0,8.057868582
2006,3,1,2.576,0,0,0.005,5.455,0.95215,6.465,0,8.058220126
2006,3,2,2.553,0,0,0,5.28,0.9648,5.865,0,8.058587765
2006,3,3,2.438,0,0,0,5.095,0.9718,7.335,0,8.058951476
2006,3,4,2.622,0,0,0,5.075,0.96775,6.54,0,8.059295402
2006,3,5,2.76,0,0,0.01,5.03,0.95885,5.795,0,8.059610994
2006,3,6,2.76,0,0,0,4.96,0.9562,4.05,0,8.059863797
2006,3,7,12.903,2.71,2.4,1.05,4.75,0.95885,4.8,0,8.061174929
2006,3,8,57.362,18.38,21.66,5.565,4.685,0.96335,4.46,0,8.302930911
2006,3,9,125.879,42.46,53.375,12.74,4.83,0.9624,3.335,0,8.314278836
2006,3,10,178.802,60.265,77.525,18.52,5.285,0.94475,2.69,0,8.314323071
2006,3,11,149.063,48.29,62.655,15.105,5.35,0.939,3.785,0,8.314322781
2006,3,12,232.162,78.405,103.77,25.51,5.44,0.94795,4.1,0,8.314322798
2006,3,13,162.403,53.425,70.42,17.62,5.525,0.9385,3.99,0,8.31432277
2006,3,14,104.443,33.065,43.33,11.095,5.33,0.94645,3.73,0,8.314322782
2006,3,15,52.187,15.665,19.51,5.32,5.26,0.95665,3.26,0,8.314255466
2006,3,16,9.545,1.47,1.165,0.755,5.395,0.9577,3.195,0,8.024117639
2006,3,17,1.978,0,0,0.005,5.23,0.96585,3.73,0,8.000961078
2006,3,18,1.909,0,0,0.06,5.08,0.9541,5.135,0,8.000692966
2006,3,19,1.863,0,0,0.005,4.905,0.9643,6.13,0,8.000589929
2006,3,20,2.047,0,0,0.01,4.78,0.97555,7.5,0,8.000558448
2006,3,21,2.139,0,0,0.005,4.62,0.9866,8.045,0,8.000606873
2006,3,22,2.185,0,0,0,4.78,0.99125,8.445,0,8.000736957
2006,3,23,2.277,0,0,0,4.885,0.992,9.22,0,8.000943051
2006,4,0,2.346,0,0,0,5.21,0.98845,9.335,0,8.001217219
2006,4,1,2.576,0,0,0,5.595,0.9693,8.375,0,8.001548344
2006,4,2,2.668,0,0,0,5.93,0.95255,7.575,0,8.001922119
2006,4,3,2.691,0,0,0.1,5.525,0.9471,7.24,0,8.002301851
2006,4,4,2.484,0,0,0.03,5.025,0.95085,7.22,0,8.002644373
2006,4,5,2.438,0,0,0.01,4.72,0.9496,7.735,0,8.002922513
2006,4,6,2.254,0,0,0.06,4.16,0.95315,5.465,0,8.003124439
2006,4,7,45.908,13.655,14.875,5.735,3.815,0.957,5.815,0,8.260154409
2006,4,8,278.852,94.435,122.16,39.965,4.725,0.93045,6.455,0,8.311626851
2006,4,9,194.787,68.87,88.815,20.91,5.415,0.8951,10.155,0,8.31193338
2006,4,10,156.101,52.62,67.22,16.13,5.33,0.91325,9.685,0,8.311934177
2006,4,11,254.288,88.88,116.25,28.375,5.745,0.88775,8.235,0,8.311934158
2006,4,12,232.967,80.64,106.375,26.72,6.05,0.83975,8.85,0,8.311934173
2006,4,13,108.882,34.345,44.65,11.63,5.46,0.8467,9.505,0,8.31193421
2006,4,14,74.589,23.325,29.31,7.755,4.61,0.8544,8.9,0,8.311934248
2006,4,15,39.169,11.405,13.795,4.28,4.075,0.85405,8.995,0,8.304350411
2006,4,16,7.682,1.19,1.03,1.035,3.46,0.8608,8.845,0,7.964123363
2006,4,17,0.529,0,0,0.05,3.235,0.8792,9.16,0,7.956108786
2006,4,18,0.575,0,0,0.04,3.105,0.8722,9.06,0,7.955988352
2006,4,19,0.46,0,0,0.135,2.815,0.85035,8.855,0,7.955934708
2006,4,20,0.46,0,0,0.1,2.485,0.86,7.12,0,7.955927662
2006,4,21,0.46,0,0,0.065,2.365,0.85285,7.245,0,7.955968043
2006,4,22,0.46,0,0,0.185,2.03,0.85915,6.6,0,7.956052787
2006,4,23,0.46,0,0,0.155,1.68,0.8683,7.045,0,7.956176423
2006,5,0,0.46,0,0,0.07,1.55,0.8744,6.675,0,7.956331116
2006,5,1,0.529,0,0,0.08,1.505,0.88615,6.835,0,7.956507463
2006,5,2,0.644,0,0,0.165,1.26,0.87415,7.85,0,7.956697527
2006,5,3,0.529,0,0,0.16,0.905,0.8852,6.82,0,7.956884131
2006,5,4,0.552,0,0,0.03,1.01,0.8699,5.955,0,7.957050098
2006,5,5,0.506,0,0,0.025,1.09,0.8676,5.545,0,7.957187115
2006,5,6,0.506,0,0,0.03,1.1,0.8587,6.18,0,7.957285249
2006,5,7,20.447,6.81,7.91,2.65,1.1,0.8684,5.88,0,7.96378522
2006,5,8,86.365,30.355,38.125,9.75,1.26,0.862,6.65,0,8.182993197
2006,5,9,220.777,79.69,105.03,26.675,1.675,0.83595,8.005,0,8.18553539
2006,5,10,212.681,74.97,98.545,24.72,2.03,0.8221,7.96,0,8.185539249
2006,5,11,235.934,81.81,108.15,26.995,2.035,0.8189,8.605,0,8.185539057
2006,5,12,181.746,61.47,80.845,20.215,1.695,0.8281,8.625,0,8.185539095
2006,5,13,126.431,42.12,54.21,13.475,1.415,0.82285,7.95,0,8.185539242
2006,5,14,115.552,39.235,50.635,12.73,1.44,0.82195,7.395,0,8.185539871
2006,5,15,31.487,9.075,10.545,3.355,1.24,0.8113,7.715,0,8.160483947
2006,5,16,5.244,0.745,0.37,0.645,0.95,0.84115,6.17,0,7.861204298
2006,5,17,0.46,0,0,0.225,0.62,0.79785,7.225,0,7.858391459
2006,5,18,0.46,0,0,0.21,0.295,0.76765,7.385,0,7.858303557
2006,5,19,0.437,0,0,0.14,0.165,0.78,6.48,0,7.85826132
2006,5,20,0.46,0,0,0.145,0.045,0.7919,7.04,0,7.858264507
2006,5,21,0.46,0,0,0.08,0.015,0.77385,6.48,0,7.858314665
2006,5,22,0.391,0,0,0.105,0.06,0.7598,5.835,0,7.858407381
2006,5,23,0.46,0,0,0.13,-0.085,0.80965,5.76,0,7.858535919
2006,6,0,0.391,0,0,0.165,-0.16,0.7558,6.46,0,7.858692831
2006,6,1,0.46,0,0,0.15,-0.23,0.7718,6.415,0,7.858865969
2006,6,2,0.46,0,0,0.16,-0.38,0.7909,6.63,0,7.859047924
2006,6,3,0.46,0,0,0.17,-0.45,0.77415,6.445,0,7.8592222
2006,6,4,0.437,0,0,0.16,-0.6,0.7626,7.42,0,7.859376812
2006,6,5,0.46,0,0,0.24,-0.765,0.75975,6.99,0,7.859501632
2006,6,6,0.414,0,0,0.185,-0.975,0.75305,5.97,0,7.859587651
2006,6,7,10.488,2.835,2.55,1.24,-1.045,0.69925,6.8,0,7.859970224
2006,6,8,47.679,16.305,19.475,5.29,-1.005,0.7186,5.725,0,8.006210798
2006,6,9,127.213,44.995,58.235,14.72,-1.115,0.72105,5.92,0,8.021266509
2006,6,10,244.904,88.755,118.1,29.515,-1.245,0.696,4.715,0,8.021272882
2006,6,11,215.694,76.44,101.505,25.2,-1.31,0.71395,4.315,0,8.021271469
2006,6,12,290.49,104.87,139.825,34.75,-1.38,0.7094,4.3,0,8.02127164
2006,6,13,220.11,77.745,103.145,25.365,-1.09,0.7147,3.805,0,8.021271468
2006,6,14,179.791,63.515,84.945,21.245,-0.84,0.71855,5.165,0,8.021271433
2006,6,15,84.732,29.505,38.88,10.12,-0.855,0.7297,5.035,0,8.021271441
2006,6,16,21.114,6.72,8.11,2.58,-0.9,0.74945,4.705,0,7.925188984
2006,6,17,0.322,0,0,0.125,-0.91,0.7684,5.405,0,7.858456484
2006,6,18,0.437,0,0,0.21,-1.075,0.79945,6.12,0,7.85842554
2006,6,19,0.46,0,0,0.105,-1.225,0.82075,6.96,0,7.858397497
2006,6,20,0.46,0,0,0.075,-1.28,0.8344,7.205,0,7.858408455
2006,6,21,0.368,0,0,0.07,-1.345,0.8479,6.885,0,7.858465097
2006,6,22,0.414,0,0,0.065,-1.575,0.8684,6.165,0,7.858561815
2006,6,23,0.46,0,0,0,-1.37,0.86085,6.795,0,7.858695311
2006,7,0,0.46,0,0,0.045,-1.205,0.8597,7.27,0,7.858857237
2006,7,1,0.46,0,0,0,-0.8,0.8537,7.225,0,7.859034295
2006,7,2,0.437,0,0,0.11,-0.485,0.83445,6.67,0,7.859214686
2006,7,3,0.437,0,0,0,-0.39,0.83825,5.89,0,7.859384693
2006,7,4,0.46,0,0,0.02,-0.49,0.84705,5.265,0,7.859534695
2006,7,5,0.46,0,0,0.09,-0.68,0.8581,5.465,0,7.859653943
2006,7,6,0.506,0,0,0.065,-1.13,0.87755,4.69,0,7.859733979
2006,7,7,38.962,13.33,15.805,6.23,-1.725,0.8973,4.08,0,8.017193198
2006,7,8,259.256,91.015,123.3,43.015,-0.775,0.87735,4.9,0,8.092263874
2006,7,9,473.202,165.39,228.83,70.535,0.82,0.8274,6.81,0,8.092608826
2006,7,10,645.403,225.09,312.45,92.895,2.13,0.7821,8.04,0,8.092608042
2006,7,11,839.339,294.365,409.75,120.335,3.495,0.7457,7.66,0,8.09260813
2006,7,12,870.734,303.7,424.95,124.975,4.91,0.7282,7.48,0,8.092608
2006,7,13,804.494,278.39,389.805,119.685,6.01,0.71315,7.655,0,8.092608027
2006,7,14,557.497,189.965,266.085,86.415,6.785,0.6936,7.375,0,8.092608109
2006,7,15,307.349,102.645,142.85,50.825,7.28,0.72065,5.45,0,8.092608418
2006,7,16,33.557,9.02,12.075,4.19,6.035,0.7991,4.05,0,8.090635031
2006,7,17,0.529,0,0,0,4.74,0.8309,2.615,0,7.951772424
2006,7,18,0.46,0,0,0,3.77,0.85475,2.445,0,7.952126105
2006,7,19,0.46,0,0,0,3.045,0.87115,2.43,0,7.952125243
2006,7,20,0.46,0,0,0,2.64,0.84355,3.06,0,7.952143451
2006,7,21,0.575,0,0,0,2.065,0.84375,3.715,0,7.952207863
2006,7,22,0.782,0,0,0.12,1.015,0.8867,3.005,0,7.952320564
2006,7,23,0.897,0,0,0.065,1.05,0.87455,3.565,0,7.952479659
2006,8,0,0.897,0,0,0.025,0.72,0.8857,4.175,0,7.952670692
2006,8,1,0.897,0,0,0.12,0.225,0.90125,4.08,0,7.952878676
2006,8,2,0.92,0,0,0,0.08,0.9121,4.425,0,7.953089073
2006,8,3,0.92,0,0,0.04,0.48,0.8988,5.59,0,7.953287735
2006,8,4,0.874,0,0,0,0.925,0.87635,7.355,0,7.953458092
2006,8,5,0.598,0,0,0,1.31,0.85975,8.345,0,7.953584023
2006,8,6,0.46,0,0,0.03,1.84,0.82695,7.175,0,7.953659303
2006,8,7,13.961,4.05,4.135,1.53,1.925,0.826,7.565,0,7.954377237
2006,8,8,101.407,36.07,46.345,12.425,2.655,0.81045,7.78,0,8.119461172
2006,8,9,184.552,64.93,85.31,22.525,3.715,0.7979,7.285,0,8.121212484
2006,8,10,412.091,147.985,198.24,54.22,6.25,0.7526,7.66,0,8.121204509
2006,8,11,820.456,293.175,411.82,124.89,8.9,0.69285,11.04,0,8.121204213
2006,8,12,846.216,299.14,418.73,125.775,10.775,0.65165,11.655,0,8.121204295
2006,8,13,648.623,228.855,317.61,95.775,12.51,0.5914,10.935,0,8.121204186
2006,8,14,328.371,116.09,157.545,45.08,12.875,0.58035,7.62,0,8.121204238
2006,8,15,257.899,90.795,124.155,40.3,13.235,0.5752,7.22,0,8.121204422
2006,8,16,61.617,21.06,29.53,12.12,11.415,0.68155,4.665,0,8.1212036
2006,8,17,0.46,0,0,0.19,9.57,0.7301,5,0,8.061272895
2006,8,18,0.345,0,0,0.07,8.62,0.73345,6.14,0,8.063908567
2006,8,19,0.092,0,0,0.19,9.125,0.665,7.89,0,8.064034592
2006,8,20,0,0,0,0.3,7.68,0.69595,6.815,0,8.064057053
2006,8,21,0.23,0,0,0.2,6.155,0.76275,6.26,0,8.064117327
2006,8,22,0.437,0,0,0.11,4.92,0.8072,6.19,0,8.064221559
2006,8,23,0.46,0,0,0.285,3.57,0.8572,6.015,0,8.064365169
2006,9,0,0.46,0,0,0.01,4.03,0.8526,7.39,0,8.064534123
2006,9,1,0.46,0,0,0,4.15,0.8579,6.87,0,8.06471628
2006,9,2,0.46,0,0,0.005,4.005,0.87055,5.63,0,8.064897758
2006,9,3,0.46,0,0,0.05,3.71,0.8488,6.45,0,8.065067577
2006,9,4,0.46,0,0,0.065,3.38,0.86135,5.805,0,8.065213344
2006,9,5,0.46,0,0,0.045,3.04,0.86135,4.67,0,8.06532481
2006,9,6,0.46,0,0,0.035,2.7,0.8752,2.84,0,8.065394262
2006,9,7,17.917,5.245,5.915,1.92,2.6,0.89625,2.45,0,8.067333833
2006,9,8,140.484,49.945,65.61,17.07,2.7,0.86255,3.08,0,8.226478228
2006,9,9,154.376,53.53,70.635,18.155,2.98,0.84575,4.445,0,8.227397839
2006,9,10,130.433,43.06,56.16,14.205,2.86,0.8437,5.235,0,8.227390115
2006,9,11,116.817,37.525,48.57,12.185,2.15,0.85865,6.05,0,8.227389865
2006,9,12,143.888,48.155,62.255,15.455,2.165,0.83215,5.22,0,8.227389915
2006,9,13,152.099,51.585,67.275,16.835,2.33,0.80895,5.115,0,8.227390111
2006,9,14,103.247,34.95,44.715,11.285,2.495,0.79905,4.365,0,8.227390025
2006,9,15,52.67,17.475,21.465,5.66,2.51,0.78895,3.78,0,8.227344794
2006,9,16,10.258,2.665,2.57,1.18,2.36,0.7944,2.87,0,8.04636053
2006,9,17,0.483,0,0,0.06,2.15,0.8172,2.825,0,8.036380635
2006,9,18,0.46,0,0,0.105,1.87,0.82175,3.085,0,8.036373914
2006,9,19,0.46,0,0,0.08,1.515,0.82105,2.555,0,8.036357949
2006,9,20,0.46,0,0,0.085,1.41,0.82695,2.42,0,8.036387045
2006,9,21,0.46,0,0,0.06,1.325,0.8161,2.685,0,8.03646165
2006,9,22,0.46,0,0,0.06,1.325,0.7953,1.88,0,8.036577008
2006,9,23,0.46,0,0,0.03,1.19,0.80475,2.14,0,8.036725322
2006,10,0,0.46,0,0,0.075,1.03,0.79485,2.445,0,8.036896288
2006,10,1,0.46,0,0,0.045,0.945,0.81185,2.58,0,8.037079225
2006,10,2,0.46,0,0,0.085,0.745,0.81845,4.185,0,8.037260205
2006,10,3,0.46,0,0,0.02,0.7,0.83645,4.6,0,8.037427147
2006,10,4,0.46,0,0,0,0.74,0.8538,3.72,0,8.037568905
2006,10,5,0.46,0,0,0.025,0.825,0.8661,3.715,0,8.037675089
2006,10,6,0.46,0,0,0.015,0.73,0.87695,2.205,0,8.037738654
2006,10,7,16.629,5.09,5.93,1.995,0.575,0.89135,2.525,0,8.038899452
2006,10,8,93.679,33.085,42.63,11.285,0.77,0.87685,3.53,0,8.176260295
2006,10,9,201.411,70.485,93.27,23.93,1.39,0.8366,4.775,0,8.177350215
2006,10,10,282.026,97.385,129.68,32.745,1.945,0.82665,5.78,0,8.177336434
2006,10,11,234.623,78.59,103.685,25.58,2.505,0.83335,6.34,0,8.17733605
2006,10,12,263.58,88.225,117.73,29.565,2.665,0.878,7.27,0,8.177336117
2006,10,13,250.654,85.21,111.965,28.14,3.09,0.89635,7.53,0,8.177336384
2006,10,14,45.931,13.155,15.385,4.195,3.215,0.91635,6.795,0,8.177227844
2006,10,15,42.504,13.31,14.755,4.085,3.345,0.93195,7.475,0,8.154391752
2006,10,16,8.096,1.76,1.06,0.705,3.46,0.9542,6.57,0,7.940011856
2006,10,17,1.035,0,0,0,3.715,0.97145,6.54,0,7.936165538
2006,10,18,1.311,0,0,0,4.32,0.9689,4.31,0,7.936134185
2006,10,19,1.334,0,0,0,4.5,0.9715,3.78,0,7.936118261
2006,10,20,1.426,0,0,0,4.865,0.97835,3.31,0,7.936164032
2006,10,21,1.495,0,0,0,5.39,0.98415,2.555,0,7.936273783
2006,10,22,1.794,0,0,0,6.63,0.9872,3.985,0,7.936447661
2006,10,23,1.863,0,0,0.03,7.11,0.97845,4.675,0,7.936683617
2006,11,0,2.001,0,0,0.53,7.06,0.9268,7.335,0,7.936962248
2006,11,1,1.932,0,0,0.485,5.21,0.95685,7.295,0,7.937262646
2006,11,2,1.932,0,0,0.28,4.225,0.9389,8.86,0,7.937554661
2006,11,3,1.932,0,0,0.56,2.94,0.9287,9.405,0,7.937821424
2006,11,4,1.771,0,0,0.25,1.81,0.9436,8.81,0,7.938039684
2006,11,5,1.771,0,0,0.245,0.955,0.9578,9.155,0,7.938195606
2006,11,6,1.794,0,0,0.03,0.795,0.97035,8,0,7.938285278
2006,11,7,5.428,0.47,0,0.245,1.295,0.96805,7.59,0,7.938331832
2006,11,8,28.658,8.205,7.99,2.26,1.33,0.9507,7.66,0,7.934147858
2006,11,9,109.48,39.02,46.785,9.66,1.575,0.9291,7.965,0,7.961287775
2006,11,10,128.179,45.13,54.62,11.265,1.81,0.929,8.67,0,7.960713831
2006,11,11,292.652,110.1,138.975,29.205,2.525,0.92265,7.155,0,7.960697516
2006,11,12,738.415,282.29,376.355,97.86,4.11,0.86805,9.205,0,7.960697284
2006,11,13,801.044,289.775,398.82,117.92,6.07,0.81555,8.73,0,7.960697443
2006,11,14,607.246,209.93,291.945,95.49,7.375,0.77635,8.54,0,7.960698083
2006,11,15,335.892,112.195,156.855,58.65,7.69,0.7615,8.795,0,7.96069729
2006,11,16,62.698,17.63,23.96,11.1,6.8,0.7933,7.985,0,7.960696924
2006,11,17,2.507,0,0,0.2,5.455,0.8339,6.13,0,7.941505106
2006,11,18,2.898,0,0,0,5.2,0.8212,6.605,0,7.949227224
2006,11,19,3.013,0,0,0,4.875,0.82585,7.12,0,7.94941413
2006,11,20,2.99,0,0,0,4.37,0.8316,7.575,0,7.949499941
2006,11,21,2.921,0,0,0.01,4.18,0.82415,8.805,0,7.949684362
2006,11,22,2.99,0,0,0.005,3.63,0.8479,7.885,0,7.949958074
2006,11,23,2.967,0,0,0,3.34,0.86765,7.28,0,7.950307287
2006,12,0,2.967,0,0,0,3.2,0.8803,7.195,0,7.950703765
2006,12,1,2.921,0,0,0,3.005,0.8929,6.47,0,7.951119039
2006,12,2,2.898,0,0,0.01,2.6,0.90635,5.705,0,7.951521898
2006,12,3,2.944,0,0,0,2.5,0.9078,6.57,0,7.951890627
2006,12,4,2.875,0,0,0.025,2.785,0.9007,6.92,0,7.952197618
2006,12,5,2.852,0,0,0.05,2.245,0.91935,6.2,0,7.952418791
2006,12,6,2.829,0,0,0.055,2.205,0.91945,5.79,0,7.952542318
2006,12,7,52.003,17.485,20.005,7.74,2.14,0.91625,6.11,0,8.124291793
2006,12,8,296.217,102.69,133.765,45.73,3.73,0.88325,7.465,0,8.143410222
2006,12,9,596.091,210.125,284.66,89.15,5.975,0.8283,8.25,0,8.143452342
2006,12,10,826.091,291.685,403.735,121.335,7.565,0.7805,9.71,0,8.143451224
2006,12,11,955.144,338.355,470.5,138.815,9.21,0.72905,9.21,0,8.143451191
2006,12,12,966.621,340.85,475.175,141.6,10.585,0.6947,9.815,0,8.143451229
2006,12,13,846.17,295.06,412.085,127.54,11.755,0.6649,11.035,0,8.14345136
2006,12,14,626.957,214.865,299.905,100.08,12.345,0.6629,11.615,0,8.143451888
2006,12,15,328.808,109.39,151.39,57.475,12.53,0.65715,12.44,0,8.143451234
2006,12,16,61.111,18.57,24.53,10.7,11.585,0.686,10.97,0,8.143451049
2006,12,17,1.219,0,0,0.295,10.205,0.7362,8.87,0,8.123044142
2006,12,18,0.92,0,0,0,9.89,0.73835,9.01,0,8.130083153
2006,12,19,0.897,0,0,0.005,10.19,0.7422,9.615,0,8.130267426
2006,12,20,0.92,0,0,0.04,10.285,0.8065,9.86,0,8.130317205
2006,12,21,1.38,0,0,0,11.21,0.87235,9.465,0,8.130422219
2006,12,22,1.587,0,0,0.155,11.19,0.8945,7.395,0,8.130595675
2006,12,23,1.978,0,0,0.005,11.035,0.91675,6.08,0,8.130833873
2006,13,0,2.254,0,0,0.06,11.315,0.92715,5.68,0.179916667,8.131136188
2006,13,1,2.231,0,0,0.015,11.3,0.93475,6.315,0.179916667,8.131469019
2006,13,2,2.3,0,0,0.005,11.595,0.926,7.505,0.179916667,8.13179622
2006,13,3,1.909,0,0,0.115,11.805,0.89715,7.755,0.179916667,8.132080263
2006,13,4,1.541,0,0,0.115,11.355,0.88855,7.235,0.179916667,8.132286939
2006,13,5,1.357,0,0,0.125,10.895,0.878,7.075,0.179916667,8.132421757
2006,13,6,1.38,0,0,0.26,10.03,0.91655,5.24,0.179916667,8.132492375
2006,13,7,5.474,0.8,0.07,0.27,9.265,0.9518,4.15,0.179916667,8.132520458
2006,13,8,19.757,3.43,4.42,2.56,7.425,0.9498,6.805,0.179916667,8.130138314
2006,13,9,57.109,16.53,20.04,5.43,4.36,0.92715,9.99,0.179916667,8.083554224
2006,13,10,59.639,17.945,20.03,4.615,2.985,0.93115,11.69,0.179916667,8.080124669
2006,13,11,67.183,19.71,22.005,4.62,2.13,0.9429,10.605,0.179916667,8.079983455
2006,13,12,119.991,38.6,46.855,9.835,1.58,0.9443,12.575,0.179916667,8.079979082
2006,13,13,110.584,36.18,43.495,9.145,1.07,0.94435,13.51,0.179916667,8.079979104
2006,13,14,57.454,17.8,19.585,4.585,1.255,0.9407,12.865,0.179916667,8.079968881
2006,13,15,41.975,10.505,12.535,3.915,0.645,0.9577,12.05,0.179916667,8.073599116
2006,13,16,19.021,4.06,4.3,1.93,0.505,0.97195,12.815,0.179916667,7.844650888
2006,13,17,2.76,0,0,0,0.695,0.96605,12.35,0.179916667,7.832184574
2006,13,18,2.852,0,0,0.06,1.175,0.9342,12.685,0.179916667,7.832265299
2006,13,19,2.875,0,0,0.11,1.555,0.87915,12.84,0.179916667,7.832256714
2006,13,20,2.921,0,0,0.38,0.955,0.8597,12.495,0.179916667,7.832347197
2006,13,21,3.036,0,0,0.245,0.295,0.8129,12.865,0.179916667,7.832540424
2006,13,22,3.289,0,0,0.395,-0.325,0.8018,12.305,0.179916667,7.832838211
2006,13,23,3.542,0,0,0.375,-1.005,0.81105,11.04,0.179916667,7.833241853
2006,14,0,2.507,0,0,0.36,-1.605,0.81655,10.725,0,7.833660574
2006,14,1,1.38,0,0,0.1,-1.995,0.80865,11.495,0,7.83396981
2006,14,2,0.667,0,0,0.155,-1.91,0.78865,11.02,0,7.83418748
2006,14,3,0.46,0,0,0.225,-2.3,0.8033,9.535,0,7.834352851
2006,14,4,0.414,0,0,0.19,-2.41,0.8031,9.545,0,7.834482505
2006,14,5,0.46,0,0,0.135,-2.52,0.7952,9.34,0,7.834575279
2006,14,6,0.46,0,0,0.27,-2.775,0.81415,7.665,0,7.834625186
2006,14,7,48.461,16.96,19.075,8.78,-3.18,0.8306,6.48,0,7.985659448
2006,14,8,311.581,112.47,148.855,51.79,-2.83,0.82395,7.255,0,8.01038147
2006,14,9,617.136,224.83,303.04,93.445,-1.855,0.7911,7.665,0,8.010427606
2006,14,10,855.324,312.41,423.28,122.205,-1.085,0.76305,7.135,0,8.010426003
2006,14,11,897.989,325.105,446.275,125.82,-0.46,0.73925,6.63,0,8.010426119
2006,14,12,957.122,342.81,474.955,137.555,0.01,0.7226,6.19,0,8.010425991
2006,14,13,905.763,324.075,450.265,134.87,0.495,0.72485,5.355,0,8.0104261
2006,14,14,693.519,245.035,342.19,109.465,0.92,0.712,4.875,0,8.010426531
2006,14,15,353.165,119.035,165.515,60.18,0.92,0.72085,4.16,0,8.01042601
2006,14,16,82.455,25.56,33.66,16.12,0.495,0.74275,3.105,0,8.010426087
2006,14,17,1.15,0.005,0.01,0.105,-0.21,0.79855,1.665,0,8.025263373
2006,14,18,0.46,0,0,0,-0.57,0.81305,0.97,0,8.040670782
