DOY,Leaf_Mg_per_ha,Stem_Mg_per_ha,Pod_Mg_per_ha
172,0.032401675,0.020934581,0
186,0.258010027,0.363068028,0
200,0.282351507,0.478447226,0
214,0.5575417,1.230150179,0.06182401
228,0.193281167,0.665018413,0.20082318
242,0.619650429,1.576247905,2.129431383
256,0.119470668,0.739054272,1.479898461
270,0.000441023,0.186032465,0.887926289
