DOY,Leaf_Mg_per_ha,Stem_Mg_per_ha,Pod_Mg_per_ha
170,0.017610992,0.004221988,0
183,0.057279874,0.06903959,0
197,0.179702293,0.15090183,0
211,0.169569959,0.335352579,0
225,0.081530975,0.248468418,0.048009521
238,0.131202413,0.300634134,0.2821295
254,0.056555349,0.261674353,0.600917067
266,0.011663355,0.366895933,0.894790867
280,0,0.17793525,0.532830915
