DOY,Leaf_Mg_per_ha,Stem_Mg_per_ha,Pod_Mg_per_ha
172,0.305956875,0.25864125,0
187,1.120861875,1.048674375,0
200,1.984093125,2.895165,0
214,2.474574375,5.276105625,0.24234
228,2.199888542,5.390116667,1.633741667
242,1.677054167,5.014610417,4.480947917
256,0.240121875,4.083148125,6.65518875
270,0,3.346035,6.797844375
