DOY,Leaf_Mg_per_ha,Stem_Mg_per_ha,Pod_Mg_per_ha
170,0.028861499,0.014038689,0
183,0.126844196,0.069176968,0
197,0.185813801,0.33187504,0
211,0.111459769,0.322172549,0
225,0.260863296,0.506731672,0.081544179
238,0.174468725,0.389246432,0.2549394
254,0.277211217,0.658870513,0.875884433
266,0.032279229,0.076509463,0.701440996
280,0,0.400389064,0.651262854
