DOY,Leaf_Mg_per_ha,Stem_Mg_per_ha,Pod_Mg_per_ha
172,0.212900625,0.189669375,0
187,0.8684025,0.775411875,0
200,1.62729,2.594143125,0
214,1.912365,3.705436875,0.17815875
228,2.011544792,4.555826042,1.563719792
242,1.492779167,4.103472917,3.815247917
256,0.23323125,2.63841375,4.294395
270,0.0002625,2.5981725,5.515006875
